Ovary_1	Ovary_2	Ovary_3	Testis_1	Testis_2	Testis_3
458	2140	621	2012	1944	1402
728	708	368	670	705	709
324	516	236	426	397	413
3643	3629	1861	1912	2751	1980
3	2	2	2	3	1
192	201	105	140	172	178
3254	3519	1732	1991	2251	1775
2034	1949	739	3145	2488	3191
9105	8891	3921	1334	1872	1079
27	22	8	5	3	1
3679	3763	1651	682	719	773
2106	2095	1141	893	1116	869
248	291	75	23	19	20
5786	5185	1804	1421	2041	1246
20	22	2	4	6	2
146	185	88	10	15	6
0	0	0	3	6	4
22	37	17	10	8	11
631	595	336	805	800	836
716	592	341	2009	3659	396
360	379	180	57	81	36
14	8	9	17	21	9
18606	17911	11651	5880	6364	4945
39	25	8	10	9	2
45	30	19	7	6	7
2281	3192	1261	1618	1569	1657
338	242	161	10	25	10
563	582	240	50	29	53
1023	1048	670	31	42	51
212	235	108	42	33	41
2771	3051	1602	207	245	195
325	264	171	13	150	9
20	15	7	8	5	1
872	874	383	39	82	518
5987	4992	2452	451	451	480
698	612	278	49	51	43
42	34	24	13	11	18
7	13	4	46	44	45
1536	1418	691	817	970	357
2163	1756	880	252	288	234
251	109	122	26	35	21
219	244	80	795	864	621
632	687	342	2911	2905	3558
1113	1048	384	560	612	572
759	552	415	92	106	77
1055	1151	467	1406	1356	1089
1589	992	1025	258	436	367
1324	1191	654	79	60	69
164	132	73	48	50	73
260	357	113	41	87	61
3671	4947	2024	762	969	684
64	52	62	450	495	402
390	364	298	8	19	13
2064	2136	1166	156	207	206
1411	1498	1021	523	420	361
29	34	11	5	6	1
30	30	15	0	7	2
41	313	62	0	1	1
13463	13456	7215	4745	4959	3830
961	1737	318	487	493	365
2677	2704	1698	2294	2626	1530
12	10	4	20	12	12
451	438	292	69	54	24
0	2	0	1	2	0
603	451	258	38	27	21
40	53	36	2	4	1
380	313	257	13	11	6
3	1	0	6	2	1
3	4	0	1	2	1
127	239	162	6	4	8
245	160	87	33	23	42
6165	5383	2718	25320	30161	23237
764	848	442	164	160	214
19	4	4	84	100	69
4	2	0	867	1295	426
0	0	2	61	76	46
0	0	0	8	10	12
8	2	4	453	535	252
1854	1685	1192	631	975	606
1506	1769	785	3576	4045	3109
1422	1150	740	807	994	726
4149	4035	2770	712	1108	1102
2175	649	126	141	225	174
719	658	506	306	310	306
421	532	275	156	166	173
2144	2244	1626	2970	3231	2810
208	246	130	459	334	414
557	504	277	313	355	399
465	387	233	252	256	238
5481	4929	2572	3468	4475	2788
8	16	6	123	151	102
51	35	29	11	22	10
3791	4420	2423	1164	1445	1194
880	808	475	503	640	506
1384	1029	787	266	287	272
2980	2734	1774	1147	1343	1160
2069	2189	1464	837	678	952
3343	3369	2212	211	409	227
1387	1579	722	1139	1613	1246
4166	4381	3016	287	157	150
59	89	10	68	36	107
26	54	4	26	26	42
838	527	401	313	292	488
3392	2915	1718	1159	1700	1122
730	880	403	518	406	806
3414	3721	1882	2139	2455	1740
151	202	43	6	6	6
33	52	37	0	1	0
15	70	34	82	33	154
3393	4310	2567	3448	3751	3285
167	228	98	50	31	49
2107	1543	1132	674	443	493
2601	1851	1208	1772	1006	1036
713	805	491	589	393	340
887	825	519	604	460	410
3	4	0	126	86	52
0	0	0	0	0	0
3	21	9	28	56	35
1	2	3	24	16	9
0	0	2	3	1	1
3	7	5	1	3	2
856	968	448	383	297	267
569	767	376	813	573	451
2380	2336	1440	2157	1943	1422
6	17	9	6	11	7
4375	4098	2002	171	348	233
220	193	120	25	68	40
1429	553	577	123	440	457
882	480	352	317	508	334
52	30	17	62	12	59
87	24	37	425	5	8
17	21	27	8	2	2
20	30	25	5	2	2
15	31	18	4	17	6
154	151	91	69	38	14
676	552	325	180	134	114
817	1444	528	11369	14075	11555
5582	5513	3032	1245	1659	1404
5	67	34	6	11	5
7	2	8	1	9	12
0	30	0	0	1	1
12	57	72	13	8	1
3	2	1	0	3	0
724	1002	588	10	49	42
1881	1946	1222	55	68	21
100	99	28	1	3	0
415	345	254	0	2	5
21	4	7	1	6	3
237	184	109	1040	730	630
43	12	11	0	0	0
5	4	1	2	2	3
0	0	0	0	0	0
7	2	17	4	10	9
721	689	421	123	97	97
391	410	171	51	57	41
29	6	9	1	1	0
944	482	648	185	416	135
9	6	7	2453	4026	2550
134	67	90	45	52	46
10	18	34	3	1	2
87	115	71	45	71	13
10	30	5	5	4	3
26	38	3	11	12	11
2160	2454	1143	3695	8883	5927
0	1	1	1	0	1
3	3	5	5	1	2
6	0	4	2	0	3
43	380	171	88	106	73
10	1	3	0	0	0
597	458	577	34	48	40
0	10	3	0	0	1
0	8	2	2	6	8
64	24	8	1	2	1
20	11	9	30	27	20
226	1249	212	136	97	52
359	368	104	4708	5373	4140
10644	7388	6757	220	413	456
6	47	30	17	13	11
399	492	228	93	162	110
3	5	1	13	33	29
5	1	6	3	13	7
13	5	17	0	1	1
23	63	40	8	16	14
52	59	7	4	27	23
7049	4263	1920	408	872	574
9951	254	141	52	86	58
154	107	116	25	47	26
755	946	479	357	397	320
3	1	0	2	5	3
24	20	11	14	18	19
121	100	49	758	1001	886
1751	1312	1111	10519	15841	10268
574	322	218	19559	28302	22832
52	10	13	3	10	12
5998	5939	3528	1322	1641	1307
400	362	204	465	473	477
90	74	34	334	270	238
1444	1438	980	150	155	157
9	10	7	2	3	5
1	0	1	2	9	1
416	498	261	126	204	134
67	68	40	10	16	11
14	19	37	9	17	15
983	751	532	846	1276	883
1532	1659	928	1965	2726	1942
1082	799	595	45	66	38
0	0	0	33	51	41
4835	5132	2400	349	468	405
3	6	0	1	1	0
2399	2528	1157	948	1124	872
727	741	426	302	1070	967
2	4	3	3	8	10
957	1104	438	410	474	383
198	190	127	165	238	229
810	633	520	606	1410	944
172	158	125	59	207	84
17	24	10	45	79	51
0	1	0	7	15	6
713	725	385	622	482	366
2800	2566	1989	1761	3256	2133
4	7	3	1	0	0
136	159	66	8	7	2
10	19	5	3	3	0
558	515	345	138	231	115
90	185	66	15	5	1
395	685	175	10	15	16
2743	3136	1574	924	1081	752
1484	1431	948	3113	3888	3143
1099	1013	522	1547	1861	1478
3698	4051	2106	4917	6042	3869
375	357	211	125	209	145
336	366	200	142	190	151
6	14	5	16	17	6
1388	1314	762	366	539	382
1111	1062	442	1582	1935	1135
38	16	34	15	23	16
84	136	2	1	0	0
23	33	11	3	0	0
16	25	25	0	21	7
11	31	7	7	3	6
255	475	144	40	53	47
128	242	88	5	10	4
337	379	256	0	2	4
20	20	8	41	29	25
490	548	351	763	996	876
9	26	3	81	49	30
97	57	41	1	0	1
328	281	345	38	46	16
922	1517	531	9	7	18
145	80	183	0	1	1
1057	1001	674	1272	1141	255
84	46	58	65	34	83
1133	1020	974	308	371	353
4	1	1	43	672	286
1152	964	524	343	421	368
427	424	218	108	181	175
133	141	87	65	66	77
430	413	230	138	256	118
1789	1730	838	538	541	522
0	1	0	5	3	2
49	34	20	24	32	21
26	24	7	28	19	36
1808	1448	1017	4805	4746	4652
2	0	1	1	0	3
75	87	46	30	35	13
223	189	175	229	208	91
598	515	367	124	101	85
35	41	20	17	8	3
39	34	9	6	9	4
4	2	4	0	3	1
70	63	28	62	60	49
137	142	78	137	200	137
88	80	19	13	30	26
1	3	0	2	2	1
76	31	23	13	10	5
498	538	250	123	135	122
197	102	94	19	14	13
154	185	73	195	102	123
749	770	353	1361	681	861
775	533	339	582	884	867
1	1	0	1	5	3
3	2	1	3	3	4
240	185	105	42	37	25
1138	1016	580	364	363	277
866	884	377	186	117	152
577	508	286	451	366	282
6097	5065	2664	5984	5863	5319
2308	1816	1272	782	1134	903
194	121	59	572	1375	1330
422	290	220	3179	2563	3234
495	482	243	250	471	462
120	139	91	38	90	80
17	16	4	12	12	5
1349	1192	491	144	101	136
1122	1117	648	258	303	285
1242	1166	546	946	553	614
1050	989	464	2651	2851	2250
27	42	40	712	7	3
3088	3436	1859	2827	3041	2412
144	177	58	722	821	44
35	92	41	36	120	123
1222	1116	833	1618	1491	1249
800	744	325	4828	5575	4491
212	157	95	82	107	140
255	191	104	111	126	215
80	65	34	41	50	46
694	783	515	764	987	631
7	8	4	0	2	0
0	0	0	1	0	0
5	16	4	0	0	0
96	204	119	1	0	0
30	33	19	0	0	0
129	172	106	3	1	1
933	818	431	57	49	62
144	113	51	28	34	56
0	0	0	2	0	0
590	499	279	209	172	189
858	791	389	361	257	304
447	347	231	522	487	391
609	635	242	36	37	32
34	29	12	5	6	7
3739	3747	1735	777	1086	885
1335	1406	644	275	361	251
2562	2667	1480	1258	1493	1152
1337	1385	576	2341	2504	1978
81	104	40	55	36	19
885	906	370	555	704	440
391	333	269	2529	2873	2462
153	123	83	18	17	16
1187	1061	732	116	134	107
8665	10765	13467	632	1286	749
450	439	259	136	136	104
72	53	63	23	28	29
4153	4068	2241	541	672	588
774	938	577	1174	1326	710
19	35	9	85	174	8
1938	2098	1238	1701	1995	2271
792	770	381	2317	3184	2103
1382	1158	655	442	643	448
3326	3400	1937	927	1328	797
191	98	79	2	12	9
0	0	0	2	4	0
9	19	3	28	18	26
229	130	134	1454	1729	1256
1717	1587	1186	292	409	247
890	801	552	190	362	257
1025	1055	715	690	915	431
719	246	518	346	355	300
35	10	32	12	24	17
817	646	393	154	276	169
133	137	40	5349	6114	4528
2687	2753	1260	176	207	144
348	298	227	33	54	43
744	527	459	7534	9367	5305
39	3	27	0	1	0
213	269	134	83	204	60
1	10	2	5	15	3
1	8	3	0	2	1
3	4	4	0	0	0
6	10	3	4	5	1
3	5	1	98	239	145
414	530	275	115	183	161
4	4	9	3	15	3
1	10	1	0	0	0
1382	1484	674	649	550	444
6	2	0	17	27	36
1575	1420	981	508	441	445
699	577	445	842	982	813
854	801	423	653	693	730
667	693	304	13	22	16
3832	4100	1714	3104	4086	3071
285	858	282	612	509	503
4676	4937	2459	15264	18970	15359
130	164	58	198	213	123
639	809	391	507	985	729
2	3	0	0	0	0
287	335	166	48	62	69
2	1	0	0	3	3
15	20	8	2	9	6
6	8	7	12	3	2
203	313	47	261	2	4
26	50	45	0	1	0
2	1	0	0	0	0
1823	1803	1017	2496	1876	2111
27	1	15	4	3	7
1	5	5	0	0	0
482	423	280	21	28	12
2929	2739	1377	1155	1848	1434
562	602	319	176	141	104
3	2	0	1	4	1
280	301	192	105	127	101
11	14	4	0	6	0
0	11	4	2	5	3
2	19	7	0	3	3
15	32	40	0	0	0
63	41	27	8	17	8
202	134	50	101	113	72
3	2	1	2	0	0
188	112	83	41	41	68
23	19	13	5	22	20
1045	1097	660	433	454	382
356	357	244	262	265	197
71	22	37	16	17	26
1313	980	871	459	637	511
2	0	2	2	5	3
462	753	211	864	1050	879
517	441	272	67	177	242
1006	1380	645	131	211	288
1829	1898	932	1492	1686	1384
850	886	493	368	435	425
687	700	479	353	280	224
772	807	659	310	218	63
169	168	86	105	90	32
1	1	0	225	178	155
0	1	1	20	4	8
1	1	0	6	3	0
104	286	72	14	13	37
143	183	61	116	98	117
47	41	16	2043	3153	2467
1628	1916	881	742	869	656
67	160	87	0	0	0
0	0	0	0	0	2
6	6	4	5	2	3
81	245	64	69	89	60
2543	3490	1224	8175	11939	7532
1389	1355	669	7	16	8
514	1060	345	592	485	756
1973	1950	1202	554	634	705
13	32	11	4	2	3
2	2	2	8	7	3
706	500	372	630	1326	1007
8	12	5	0	0	1
461	494	215	1354	1824	1417
1	0	0	1	0	1
0	0	0	0	0	0
439	288	236	0	9	3
10217	10476	6351	4320	6181	4111
5	3	1	0	0	0
1	1	0	0	1	0
910	861	408	345	696	431
929	987	463	118	283	147
1205	1149	628	339	279	242
66	43	41	55	69	54
70	30	64	12	28	14
288	275	146	319	370	275
1399	1373	688	521	764	676
6707	7015	3385	759	819	708
2943	2951	1582	365	548	400
3858	4288	1977	750	707	651
1760	1932	928	1001	1870	1375
1	0	0	1	0	3
1	2	0	0	3	1
1	1	6	1	5	2
6	0	3	0	10	9
319	408	186	16	12	22
2724	2667	1508	872	1099	900
816	955	457	148	151	124
7	15	7	3	6	1
782	791	411	257	351	228
1147	1153	579	1658	2070	1648
2173	2096	1260	5045	5335	3864
851	997	605	675	1228	864
5514	5973	3356	25	81	57
6	8	1	0	1	0
12	18	12	28	8	10
4	0	1	6	2	2
1	3	1	8	4	3
36	81	34	3	256	135
2134	2344	1281	4	4	4
984	815	444	483	401	303
59	68	62	161	262	156
1007	982	542	667	543	420
719	654	395	380	482	372
865	741	608	444	349	363
1	0	0	5	1	3
1	0	0	9	10	8
6	11	3	12	13	6
2	9	3	4	0	0
2620	2667	1401	1516	1893	1290
1	0	0	0	3	0
0	0	0	11	3	2
0	0	0	5	1	2
1	8	6	1	2	0
433	478	287	0	1	0
10	42	32	0	2	3
3	2	0	3	1	1
96	251	250	133	145	194
3858	4414	2138	140	254	236
2	0	1	0	0	1
5140	5192	3496	1469	2186	1436
5	1	1	2	4	5
280	294	94	139	122	130
195	157	110	167	159	166
184	208	94	409	429	368
326	347	161	229	230	198
2403	2146	1397	5642	6551	5113
1044	951	529	273	353	379
2	0	2	5	7	4
23	14	9	2071	3352	1984
2554	2424	1377	2664	3783	2724
522	380	253	270	321	217
2133	1630	949	1709	1781	1527
22	25	13	33	26	29
1039	881	489	216	63	121
297	145	397	2823	2735	2151
3080	2984	1761	1532	1798	1516
41	61	35	17	15	16
9	2	5	6	2	0
11	1	1	59	187	44
0	2	0	2	5	1
801	910	402	167	217	167
22	41	17	44	94	65
1631	1224	642	1645	2402	1757
1	0	1	23	74	15
3	1	1	5	9	2
2	0	1	8	5	5
0	1	0	2	1	0
2	0	0	0	1	0
1	0	0	1	2	0
4	0	0	1	0	1
13	17	14	1	0	1
5	30	20	0	0	0
5	4	5	9	9	3
699	728	297	781	1214	620
23	35	13	45	34	26
10	22	13	26	17	17
2330	2477	1227	4833	5381	3780
1	0	0	2	18	1
0	14	4	1	5	0
0	0	0	2	7	0
0	0	0	1	3	0
20	38	6	0	0	2
16	18	13	0	0	0
122	149	54	29	41	39
5226	4992	2712	1817	2103	1618
756	648	373	265	275	210
121	140	49	14	11	10
636	63	81	120	253	95
35	117	58	608	469	550
241	325	188	115	115	158
6	15	4	0	1	1
1390	1236	669	789	868	666
7	10	4	7	4	17
73	107	40	8	8	9
33	34	15	438	358	282
393	458	201	890	898	759
1325	1761	788	746	1004	961
99	43	91	240	326	464
13	23	3	10	40	18
2	21	12	59	35	104
0	0	1	9	3	8
0	1	2	19	1	16
23	34	15	143	52	120
41	78	59	472	133	326
0	0	0	26	35	19
13	17	8	49	40	34
0	0	0	13	16	4
17	17	16	22	30	14
3	3	3	1	1	0
20	14	13	0	2	1
24	25	27	3	1	1
0	14	6	1	0	0
6	6	6	1	1	0
61	86	54	4	25	9
829	452	392	60	28	33
991	762	588	168	358	204
420	573	331	843	802	701
224	209	155	270	345	184
1803	2068	966	4514	4259	4117
340	442	268	270	392	334
2956	2128	1574	382	519	488
46	25	15	140	275	153
1285	1062	589	726	1060	724
865	873	411	644	761	578
3193	3605	2143	1514	2458	1625
2482	3142	1476	1350	1962	1542
655	692	318	1544	998	784
1051	1088	479	435	604	394
417	473	265	255	339	254
96	146	47	357	252	307
3	7	6	2	6	6
0	18	9	0	0	2
7	2	0	2	1	0
10	2	2	0	0	0
1390	698	442	172	519	330
14	22	12	4	6	2
1965	1721	895	270	495	309
15	6	4	304	450	313
112	189	157	100	151	65
189	288	143	101	33	14
327	295	216	408	451	389
42	162	82	15	25	10
944	999	541	754	1124	756
1424	1068	538	3049	3794	2804
11	13	8	74	41	27
524	532	370	305	492	209
598	657	456	377	615	243
20	13	11	101	135	81
5	8	3	2	6	1
27	25	18	1	1	0
1547	1677	858	1769	2123	1677
19	48	28	60	71	52
820	946	467	398	463	338
179	310	118	140	153	119
4042	3684	1928	595	712	603
1818	1791	1543	402	480	449
4	2	2	20	13	12
189	177	192	4	10	3
0	2	1	0	0	1
164	68	63	4	12	3
345	645	160	32	93	57
820	490	412	88	195	47
291	285	185	601	802	1097
11	8	7	16	25	18
122	169	77	16	12	22
99	105	59	23	11	144
1770	1733	942	998	910	855
376	286	413	260	265	38
1382	1115	699	586	913	800
442	242	224	7	17	21
683	537	282	142	131	82
2098	1764	833	1213	810	500
5275	4912	2719	1462	969	972
63	78	41	1733	1926	1429
616	519	311	2	2	4
1672	694	428	1265	975	830
1122	657	473	28	52	31
1288	1966	946	81	102	103
3334	3608	2055	5566	7778	6263
1887	2023	1102	4089	4791	4974
1624	1386	693	387	444	283
5777	5465	3750	760	900	749
0	3	0	46	37	28
25	69	51	45	27	11
32	58	68	54	1	23
1941	2022	1254	1266	749	1342
56	65	65	326	143	390
639	447	270	1143	1572	857
18	10	9	220	167	204
209	187	149	180	219	178
388	257	129	523	645	514
150	225	121	65	88	86
2745	3568	1572	3305	3799	3023
803	863	643	176	200	205
111	255	111	46	48	26
0	1	1	2	4	2
77	54	63	37	53	52
2194	1787	1047	200	204	204
34	38	15	12	21	56
3017	2556	1567	1742	2248	2027
27	43	12	24	26	30
39	76	83	18	9	170
16058	18452	11874	1747	1377	1587
498	500	402	8	28	7
13	22	22	3	6	1
46	41	19	8	10	12
65	66	51	11	14	9
25	28	10	1	3	3
20	19	12	2	2	3
48	58	31	14	7	10
8	9	2	0	5	0
0	1	0	0	0	0
0	0	0	0	0	0
10	12	3	2	1	3
2	1	3	1	0	0
176	183	179	79	99	69
5	10	3	2	2	2
11	9	4	16	29	21
593	700	473	445	537	518
2157	2168	1459	2874	4306	3558
2732	2960	1373	898	1190	1030
632	585	296	264	270	173
87	99	61	218	253	203
185	165	100	13	4	12
35	74	17	37	33	139
991	1019	578	1055	1587	1247
0	2	1	2	0	3
131	276	231	20	26	47
224	301	204	186	181	734
17	33	25	6	8	3
7	52	10	5	7	2
4	7	1	1	4	1
1	2	2	0	3	2
2	1	0	2	2	1
3	5	1	1	5	3
86	220	74	8	8	3
146	172	99	70	72	72
773	756	542	4265	5910	5271
4660	5088	2261	1939	2750	2001
155	277	146	60	112	122
367	523	220	456	388	617
513	638	203	109	138	179
899	610	441	1112	1396	1058
3733	4288	2379	672	760	584
76	70	5	1915	2172	1526
15	34	12	30	49	49
640	619	326	1201	1332	1612
6	7	2	0	3	3
175	129	120	542	638	344
660	565	473	88	86	115
925	987	390	140	173	124
1993	1776	1516	6743	9665	8283
1641	1319	849	2592	2231	1832
64	122	51	1	3	1
832	728	373	847	906	1071
3145	2789	1189	4123	4690	3638
156	141	87	8	12	15
552	534	314	150	201	141
514	427	249	177	184	164
170	196	177	294	471	377
188	203	82	78	106	61
453	458	182	158	247	124
2938	3101	1811	1090	1204	1085
14	2	7	8147	10109	7941
178	226	99	4	7	6
150	149	55	6	5	2
46	10	9	45	68	34
507	695	460	316	313	214
959	891	568	265	432	223
2499	2171	1014	280	360	585
4395	4591	1974	182	304	234
1092	953	500	1568	1769	1131
3758	3760	2293	753	782	603
1133	941	520	8844	8520	7153
118	173	44	847	689	533
1547	1906	649	3152	2576	1422
1003	1089	827	805	928	693
9	18	7	30	14	7
60	74	18	3	6	2
41	79	37	101	136	109
512	623	237	298	329	133
533	495	310	64	66	58
966	1232	609	281	385	253
1153	1155	651	1868	2073	1745
2433	1825	1435	6007	8220	7162
21	17	5	18	23	12
23	17	13	10	8	13
556	329	339	238	316	214
152	104	116	67	70	86
685	924	813	43	74	31
49	30	35	29	37	73
8055	8915	5324	4161	5461	4631
76	43	27	186	188	128
643	589	303	326	363	246
977	885	414	156	195	158
422	480	199	113	90	66
142	185	92	987	974	1026
2	2	2	1	1	0
3	2	1	0	0	0
472	309	235	163	141	143
3980	5076	2684	13951	17474	18232
21	10	12	135	122	115
0	2	1	0	0	0
22	35	165	1	3	4
2166	1562	795	2062	1826	914
944	1423	672	65	89	82
277	293	139	79	85	58
620	579	297	117	90	122
1594	1724	837	1633	1886	1503
842	712	382	1546	1141	1652
279	405	160	41	105	57
23	8	13	424	111	77
0	0	0	6	3	7
0	0	0	6	6	1
0	0	0	8	11	5
2	5	10	4	8	2
5	1	10	2	16	7
15	55	15	10	7	8
0	0	0	4	8	4
0	0	0	7	16	2
1	1	1	3	8	4
0	0	0	24	26	27
723	749	359	77	125	97
1372	3771	314	16	30	17
2	1	0	26	16	3
660	674	346	335	445	263
7513	6128	3558	6837	8761	6855
16395	9183	3344	263	291	230
1904	2332	1233	1577	1317	1846
0	2	0	0	2	1
5100	5193	2262	897	995	851
618	587	410	986	1167	925
1894	1804	1035	1631	1802	1519
1001	1017	567	782	871	325
1464	1297	744	820	895	545
20	11	8	3	6	0
1455	844	507	41	52	48
1	0	1	3	10	2
0	2	1	2	17	3
89	95	75	33	53	9
13	19	7	15	19	12
513	530	288	91	73	54
13	18	10	13	24	10
739	622	338	167	248	156
275	270	125	123	307	103
894	945	209	29	48	30
959	1006	654	979	2085	287
7	6	1	8	9	10
957	548	299	102	314	166
4	1	1	1	4	9
466	506	243	970	708	782
682	713	437	208	284	206
32	21	63	56	71	52
327	265	187	143	230	121
1855	1973	929	2178	2994	2264
1086	1019	703	1011	982	716
114	149	51	81	100	66
3	5	8	1	9	4
1	0	2	1	3	0
1	2	0	3	0	0
1641	1351	1038	64	68	79
1680	1415	1069	13	16	31
422	517	198	53	160	107
773	734	468	101	176	172
73	114	87	136	113	84
2015	1670	945	132	211	158
35	57	28	0	0	0
0	0	0	0	0	0
1	0	3	0	0	0
158	233	110	7	6	3
8	15	3	0	0	0
3	1	4	2	0	0
0	0	0	0	0	0
626	1182	399	107	43	39
3	1	0	1	0	0
2	7	0	3	3	1
830	805	416	1700	2159	1603
62	138	53	2	6	4
2	21	6	0	1	0
4	4	1	8	8	6
1	6	0	20	33	25
65	115	33	8	16	8
823	503	322	443	218	174
1014	701	457	390	341	275
180	176	100	156	124	166
453	465	224	162	166	154
6925	6336	3490	625	792	698
1178	1107	431	144	114	124
272	527	179	57	63	72
1859	2068	1110	583	761	560
2713	3010	1630	145	395	309
133	199	105	77	168	100
137	150	86	201	197	182
15	15	5	13	11	15
1907	2068	979	403	205	268
2291	2459	1093	794	1053	763
661	1015	424	257	219	167
1630	2165	1291	1203	1617	1005
576	582	321	700	878	763
41	46	31	47	80	45
615	836	452	1256	1766	1173
1004	927	532	355	384	396
1772	1590	1029	1339	1919	1322
152	105	23	1319	1142	1083
18493	18578	13278	6990	7662	5722
30	13	13	15	43	24
3902	4178	2519	1655	2263	1715
29	25	17	818	1161	732
726	492	313	347	365	365
307	243	137	1035	1292	877
5	14	1	111	151	116
288	433	174	273	532	346
811	845	248	32	20	36
4558	5609	2566	2378	3203	2375
3776	3756	3244	355	646	353
478	954	499	560	844	531
94	98	50	516	702	496
43	113	36	82	140	126
1211	1301	754	1625	2014	1551
11	11	7	1	1	2
2	0	1	4	3	4
30	62	20	4	5	1
23	16	6	19	10	16
0	0	1	9	18	5
138	104	49	167	173	90
0	0	0	6	5	4
0	0	0	5	6	8
0	0	0	6	10	15
0	0	0	12	16	7
0	0	1	53	42	26
1	1	0	10	41	14
0	0	0	10	29	10
0	0	0	5	13	3
1840	1831	902	1253	1477	1330
1509	2058	774	725	718	685
507	623	307	507	689	491
1623	1878	750	1191	1524	1060
1338	1107	1031	365	414	349
1312	1464	826	2280	2867	2052
1392	1452	914	355	486	373
41	45	81	12	21	13
6	4	1	1	12	5
1557	1305	962	396	531	330
28	31	6	24	47	10
29	14	17	11	4	3
8	6	3	2	2	1
20	8	6	6	6	0
29	12	8	7	13	7
3	7	2	7	3	3
488	779	390	174	148	96
594	605	381	112	123	126
3929	3487	1973	2142	3475	2430
1	1	0	6	50	27
11	6	19	3	8	12
241	727	564	6408	6896	4755
339	360	404	63	67	20
270	238	328	49	46	23
442	489	286	88	157	145
816	634	188	123	156	153
756	745	364	965	658	959
166	308	104	78	357	347
216	217	87	106	91	67
561	700	459	85	158	87
27	14	22	2752	3118	1721
115	106	74	142	147	132
1590	1607	1272	20	54	23
27	38	8	491	522	412
2117	1760	925	685	815	685
170	88	239	546	1095	784
43	29	145	60	60	10
636	539	155	69	82	38
131	90	40	645	639	349
1255	1151	504	1058	1354	963
1571	1945	854	243	291	228
6	6	2	79	54	16
1446	847	396	25	51	10
107	120	63	10	24	11
16	13	12	5	3	1
1477	1469	917	3319	5233	3575
650	718	297	2385	3418	1293
1	6	2	2	4	2
0	0	0	1	0	0
0	1	0	0	1	1
86	30	29	10	13	5
1244	1527	917	936	1107	773
0	0	0	0	0	0
0	0	0	1	0	0
0	0	0	0	1	1
2	11	17	8	23	8
0	0	0	14	29	11
80	62	67	6	3	3
0	0	0	4	7	1
1	1	0	5	4	5
119	171	133	1	0	0
0	7	0	6	0	2
627	739	524	42	41	43
339	859	326	19	14	54
229	188	84	8	8	5
41	19	19	2	4	4
960	950	553	3535	5875	4045
3356	3518	1994	1638	2222	1695
715	598	366	5002	4249	3985
423	434	275	644	919	570
2273	2371	1445	1515	1485	2416
1047	1012	574	534	592	507
14	12	15	15	29	10
917	1444	656	276	358	231
124	297	93	158	91	125
68	97	47	14	16	8
1492	1132	730	28	49	21
13	6	2	1202	1295	999
1966	1899	973	1349	1157	1029
143	184	92	8605	9347	7642
2	3	3	10	19	11
54	34	13	82	135	51
952	852	500	452	423	334
402	262	163	521	505	438
5723	4951	2644	4775	4099	3629
3577	4059	2100	254	286	242
1202	1150	620	740	548	513
3041	2862	1839	757	1258	977
56	28	18	65	63	39
2573	2674	1911	826	706	838
1909	1427	1049	2010	3398	2010
225	508	192	279	288	251
18	15	4	2	1	5
1220	1276	692	320	325	296
150	143	73	136	134	127
1549	1412	746	1705	1699	1641
2301	2046	1208	651	653	776
223	168	85	954	713	1024
407	340	249	8	16	9
1017	917	457	216	298	212
682	737	436	266	320	231
1415	1158	626	949	1081	938
4052	3807	2222	18801	21353	15947
1700	1724	872	1021	876	832
126	115	159	517	786	700
5	1	4	3	3	9
1	0	0	2	2	3
0	0	0	5	5	13
1	1	0	2	0	0
16248	17900	9981	9925	10451	7996
8	13	8	12	10	5
28	24	17	29	18	9
3	11	3	12	8	1
6	4	4	18	9	6
39	9	10	3	11	7
5518	4615	2595	199	241	145
0	0	0	0	0	0
52	81	49	8	7	3
1189	1122	629	385	393	380
826	770	382	635	559	462
622	373	264	81	81	100
2142	1602	1228	914	1074	849
757	784	403	174	189	166
1050	1235	784	186	209	189
21	27	18	55	41	21
34	39	16	14	16	17
310	205	135	77	105	88
1266	722	698	1349	1757	1331
319	267	139	517	603	449
